tokenization

"['垃圾', '分类', '可行', '太晚', '办法', '先', '海洋', '里', '大江', '大河',  '漂浮', '垃圾', '打捞', '垃圾',  '集中处理', '召集', '志愿者', '塑料制品', '控在', '替代品', '控制', '产量', '垃圾', '分类', '层层', '监控', '层层', '把关', '意识', '垃圾', '分类', '只会', '无用功']"

"['垃圾', '分类', '减少', '垃圾', '厨余', '垃圾', '剩饭', '吃', '做', '多少', '减少', '浪费', '可回收', '垃圾', '利用', '我会', '结实', '快递', '纸盒', '贴' '漂亮', '纸', '做', '收纳盒', '儿子', '做', '一点', '简单', '玩具', '用过', '的', '好看', '的', '饮料瓶', '我', '都', '会', '留下来', '收纳', '家里', '的', '豆子', '做成', '笔筒', '花瓶', '等', '工艺品', '；', '出门', '...', '全文']"

"['垃圾', '分类', '意义', '哪里', '大家', '辛辛苦苦', '分类', '垃圾', '垃圾车', '混装', '拉走', '呵呵', '呵', '垃圾', '分类']"

"['垃圾', '分类', '超话', '设想', '成龙', '大哥', '早就', '倡导', '传记', '中', '写', '垃圾', '分类',  '想法',  '见解', '《', '没', '长大', '老', '》', '这部', '书', '我', '读', '到', '了', '不', '一样', '的', '公众', '人物', '成龙', '他', '是', '元楼', '是', '陈港生', '是', '陈元龙', '是', 'JackieChan', '作为', '演员', '导演', '歌手', '公益', '慈善家', '华人', '形象大使', '他', '的', '身份', '是', '说', '...', '全文']"

"['垃圾', '分类', '超话', '希望',  '再', '进口', '洋垃圾', '全', '社会', '垃圾', '分类', '付出', '笑话', '中国', '相信', '中国', '出口', '洋垃圾', '国家', '做', '更', '多', '是', '不愿', '做', '毕竟', '垃圾', '分类', '需要', '付出', '的', '社会', '成本', '应该', '远大于', '直接', '打包', '出口', '垃圾', '分类']"

"['垃圾', '分类', '超话', '垃圾', '分类', '收纳', '想', '扔', '扔', '伤痛', '垃圾', '分类', '收费', '解决', '伤痛', '特效', '良药', '规划', '整理', '思维', '穷人', '日本', '不配', '扔', '垃圾', '很多', '人', '被', '逼', '得', '只能', '把', '垃圾', '屯', '家里']"

