text,attitudes,comments,reposts
#垃圾分类#1.垃圾分类靠自觉，用法系丝强制手段 只能造成社会混乱 暴力。2.过去几十年大家都是自觉垃圾分类的.纸 玻璃 金属 衣物..能卖钱的废品都自动拿去卖钱，现在没人回收废品.才是不分类的原因。3.最好是用钱 收买废品的方法来分类，用暴力只会带来暴力..天天会因此打死人。4.建议每个垃圾桶跟前站 ...全文,1,0,0
#垃圾分类# 垃圾分类，你好！ 微观新乡的微博视频,3,0,0
#垃圾分类#餐饮店要被垃圾分类逼疯，繁琐的分类程序最终会由消费者买单，涨价,0,0,0
#垃圾分类# 从家里带出来的湿垃圾直接带到办公室仍8⃣️,1,0,0
#垃圾分类# 早上8：15，我说我得赶紧出门要迟到了，蒋同学在厨房端个锅，嘴里嘟囔着“垃圾干湿分离”， 武汉,0,2,0
#垃圾分类# 火车上会搞垃圾分类吗？你是什么垃圾哈哈哈,0,0,0
#垃圾分类# 所以我应该先把小米渣渣倒到湿垃圾，再把瓶子丢到干垃圾里面,0,0,0
#垃圾分类# 分享：虽然湿纸巾是干垃圾，但是纸制吸管是湿垃圾哦,0,1,0
[爱心]morning[爱心]垃圾分类~从我做起！#垃圾分类#,0,0,0
#垃圾分类# 滤芯垃圾分类不用愁，请记住我是可回收垃圾,2,0,0
#垃圾分类#我今年刚好上完大二大一的时候，校园里很多垃圾分类的横幅我觉得有点可悲，我根本不知道怎么分而且学校的分类垃圾桶，也没那么正规我那时候就在想，怎么办呢？这可怎么办今年上海垃圾分类上热搜的时候你懂我的感受吗？就是感动，热泪盈眶垃圾分类快普及吧🙏赶紧普及全国吧！,1,0,0
有没有对着机器报出垃圾名字，机器会指示属于哪种垃圾的垃圾桶hhhhhh#垃圾分类#,0,0,0
#垃圾分类# 你是什么垃圾,0,0,0
古人如何 #垃圾分类# ？#春诵园# 带你看看古人的垃圾分类办法～网页链接,0,0,0
#垃圾分类#我想尽快投入垃圾分类的怀抱把手机屏幕设置为垃圾分类图点点滴滴为环境保护贡献一份力量哦垃圾分类的梗也太搞笑了,0,0,0
我要被笑死了#垃圾分类#,0,0,0
#垃圾分类# 最新的时尚——垃圾分类,0,0,0
垃圾分类超话#垃圾分类# 学会垃圾分类，对保护环境出一份力！,0,1,0
#垃圾分类# 一大早上要丢四类垃圾……拎不清，香蕉皮掉了，我就嘤嘤嘤了，大叔：“别哭了啦，我帮你倒不就好了呀” 上海,1,0,0
#垃圾分类# 思考，雨后，马路边尽是🐶 💩 ，加上最近疯狗咬人事件太多，垃圾分类是否是当前不得不行的事，如果是十年前，民风淳朴能否好好的落实，下次让你交五毛你方不方。想起了大学军训时光，走不好正步就gameover了。 深圳,0,1,0
#杭州##垃圾分类##环保#有些东西坏了变质了，不等同于就真的是没有价值了，有个花瓶空着也是空着，拨了点泥土，就把它丢进去了，然后就惊喜了…,0,0,0
垃圾分类，从我做起#呼和浩特##垃圾分类# 呼和浩特,0,0,0
#垃圾分类# 日本的垃圾分类 日本·川崎市,0,0,0
#垃圾分类# #垃圾分类挑战# 手机属于可回收物，也就是小型的电子产品，可以作为可回收物处理，而中大型的电子产品，就要作为电子废弃物进行投放，比如电视。,1,0,0
#垃圾分类# #垃圾分类挑战#处理日常宣传的四种垃圾之外，还有三种垃圾，他们是大件垃圾，装修垃圾和电子废弃物。这些就不是直接往四个垃圾桶投放了，有特殊的投放方式，下面看图。,0,0,0
#垃圾分类# #垃圾分类挑战#并不是所有的纸都属于可回收垃圾；可以理解为，能够再次利用或者可循环利用的纸是可回收垃圾，其他的纸都是干垃圾。比如餐巾纸、卫生间用纸、污损纸张（写字的不算）这些都属于干垃圾。,0,0,0
#垃圾分类# 哈哈哈哈哈哈,0,0,0
这又是什么垃圾#这又是什么垃圾##垃圾分类#,0,0,0
#垃圾分类# 都在问“你是什么垃圾” 我想问垃圾袋属于什么垃圾～因为不同的垃圾，分别都用了一种垃圾袋 苏州,1,0,0
#垃圾分类#我感觉吧，这段时间观察下来，有些人连垃圾要丢在垃圾桶的意识都没有。垃圾不分类要罚款，垃圾乱丢怎么罚？有条款表示罚得更重更多吗？拿个苹果在路上吃，但是街上鲜有湿垃圾桶，吃完放自己袋里，带回家丢，但不如趁没人丢路边花坛花园。（真实情况，还包括香烟屁股）现在老老实实丢垃圾的人 ...全文,0,0,0
当你觉得垃圾分类很麻烦的时候，就看看这些照片吧...#垃圾分类#,3,1,2
#垃圾分类#继上海等地的垃圾分类施行后，山东年内启动垃圾分类 第二镜头的微博视频,0,0,1
【跟读】15秒内教你不同垃圾分类的正确发音：1）dry waste 干垃圾；2）wet waste 湿垃圾；3）kitchen waste 厨余；4）recyclable waste 可回收垃圾；与5）hazardous waste 有害垃圾。英文王子超话 #垃圾分类#,2,0,0
"15秒内教你：1）垃圾分类，garbage sorting 或 waste sorting；与2）Please sort your garbage into dry waste, wet waste, kitchen waste, recyclable waste and hazardous waste. 请把你的垃圾分成干垃圾、湿垃圾、厨余、可回收垃圾与有害垃圾。英文王子超话 #垃圾分类#",3,0,0
#垃圾分类# 感觉以后可以戒掉奶茶了。 奇葩酱的秒拍视频,4,0,3
#秒懂垃圾分类#打碎的玻璃杯你会投到哪个垃圾桶？#垃圾分类##英文王子#@英文王子_张介英 英文王子_张介英的微博投票,161,2,1
#垃圾分类# 做到产业链中没有污染才是真正的健康产业。,0,0,0
有没有可能在生产商那里就备注垃圾类别说明？？？#垃圾分类#,0,0,0
#垃圾分类# 未来没准有一个职业 垃圾分类员 上门帮你分完类然后扔掉 如果有的话我可以,2,0,0
支持垃圾分类#垃圾分类#,0,0,0
#垃圾分类#时隔一年，又要回东方明珠来体验一波一直活在微博里的垃圾分类 烟台·烟台蓬莱国际机场,3,2,0
你可以美不过林志玲，但你不能美不过上海的保洁阿姨#垃圾分类# 笑到拔胸毛的微博视频,24,7,5
【跟读】15秒内教你不同垃圾分类的正确发音：1）dry waste 干垃圾；2）wet waste 湿垃圾；3）kitchen waste 厨余；4）recyclable waste 可回收垃圾；与5）hazardous waste 有害垃圾。英文王子超话 #垃圾分类#,1,0,0
"15秒内教你：1）垃圾分类，garbage sorting 或 waste sorting；与2）Please sort your garbage into dry waste, wet waste, kitchen waste, recyclable waste and hazardous waste. 请把你的垃圾分成干垃圾、湿垃圾、厨余、可回收垃圾与有害垃圾。英文王子超话 #垃圾分类#",0,0,0
#早起打卡##微博钱包##上海阿姨的战斗力# 早安，志愿者！每天在微博早起打卡没有什么了不起，每天早晚坚持站在垃圾分类第一线、斑马线挥小旗子、地铁疏散人流的上海阿姨爷叔志愿者们才是最厉害的。#垃圾分类# 连续完成早起打卡第330天,9,0,0
垃圾分类的重要性#垃圾分类#,0,0,0
合肥的垃圾分为为四大类：可回收物、有害垃圾、餐厨垃圾和其他垃圾#垃圾分类# 郑州,0,0,0
#垃圾分类# //@末末末末末_n:蜡笔小新是日本上世纪90年代的动画片，仔细想想，我们的路还很长，加油,0,0,0
你有没有见过这样的场景？#垃圾分类# 辛辛苦苦的把垃圾分类之后，垃圾车却把所有的垃圾一股脑全都倒在一个垃圾箱里，拉走回收。那么我们之前辛辛苦苦的分类还有用吗？广东省住建厅副厅长这么说…… 广州·南洲名苑 主播陈凯的秒拍视频,4,0,0
研发一个智能垃圾分类就好了，放上去就知道属于什么垃圾，自动归类，这样就不会为到底属于什么垃圾而发愁了……既能减少乱丢垃圾，又能使垃圾得到有效的处理。 #垃圾分类#,0,0,0
@你好我就快要飞了 为什么我没看过这一集？？垃圾分类！从新酱做起#蜡笔小新# #垃圾分类#,1,1,0
#垃圾分类#既然要实行分类，某些物品其实可以要求厂家在包装印刷上注明一下该产品废弃后是属于什么垃圾，给点明确指示有助归类，不同类别的垃圾箱用不同的数字代号，印刷标注一目了然。当然，不是每个产品都会有外包装，只是希望扔垃圾能有更多指引。今天听了一些垃圾归类的奇葩考题，什么什么属于干垃 ...全文,0,0,0
发布了头条文章：《“你是什么垃圾？”最近这个让中国人头疼的问题，日本花了40年也没搞》 #上海垃圾分类# #垃圾分类# #垃圾分类就是新时尚# “你是什么垃圾？”最近这个让中国人头疼的问题，日本花了40年也没搞,1,0,0
#上海##垃圾分类#上海垃圾分类超话心疼去上海出差的你哦千万别把奶茶杯揣回来哈哈哈哈哈,0,1,0
#垃圾分类#嗬，最靓的仔哈哈哈哈哈,2,0,0
#奔跑吧兄弟##垃圾分类# 今天看了一期节目非常有意义是真的，记得以前看动画看电影的时候一直有男女主被丢到垃圾堆（山）上的场景，当时就很震撼垃圾能多至如此，之前一直想知道我们的垃圾都去了哪里，但个人能力非常有限，了解不到整个垃圾处理链上问题，节目组有心。要尽努力开起自己的废品回收站啦 ...全文,1,1,1
灵魂的六大拷问～你能坚持到第几句？？#灵魂拷问##垃圾分类#,0,0,0
#垃圾分类# show一个我们村的分类垃圾桶，图一里的几个分别是白色玻璃瓶、棕色玻璃瓶、其他彩色玻璃瓶、PET瓶*2、易拉罐、电池、(干净的)纸*2；图二应该拍清楚了看图说话就成。墙上的涂鸦大概是阿姨的灵魂在问：你是什么垃圾？,2,0,1
#垃圾分类#垃圾分类超话#垃圾分类挑战# 很想知道，用过的套套属于什么垃圾？湿垃圾，有害垃圾，还是干垃圾？？？,2,2,0
#垃圾分类#就很好奇了，分类好的垃圾怎么运走的?还不同车装一种垃圾啊？之前看视频不也是全倒一辆车一起拉走了，这有啥意义噢?,2,0,1
#蜡笔小新里的垃圾分类# 是#垃圾分类#的时代了！丢了好几次都丢不掉，“你到底是什么垃圾？！”蜡笔小新🖍️：没想到过去那么多年，竟然被挖出来了（via人人酷燃）人人视频的酷燃视频,11,2,12
【瑞典的垃圾精细分类回收】瑞典是一个垃圾分类十分严苛细致的国家，垃圾回收率达99%，只有不到1%的垃圾被填埋。在可回收垃圾中，将近一半被用来焚烧发电供居民取暖、用电，甚至出现垃圾不够用、需从别国进口的状况……#瑞典垃圾不够用# #瑞典垃圾回收率99%# #垃圾分类#2018原来如此的微博视频,0,0,2
#垃圾分类#纸巾再湿还是干垃圾，瓜子壳再干还是湿垃圾，是干是湿，让猪试吃，一吃便知。来上海还得先学垃圾分类，我决定…实在不行就带回家再扔[捂脸] 上海,2,0,0
你是什么垃圾#垃圾分类#,0,0,0
#北汽孔凡忠# #垃圾分类# 不同领域的“优秀党员”总是有相似的“品质”,12,1,1
#垃圾分类# 没做之前都非常膜拜别人做垃圾分类的是文明之邦。现在开始做了就知道有多难了。当然我觉得垃圾是要分类的，但是我们中国的居民素质还没达到那么精细化的水平。我想各地没有统一标准的原因，也是要各地试验一段时间，最终把做得好的经验案例进行推广。,0,0,0
#上海阿姨的战斗力##垃圾分类# 垃圾分类辛苦了哈哈哈哈哈哈，一想到九月一号我们这就开始了我的笑就戛然而止,6,1,0
#垃圾分类# 如果不知道怎么分类，只要问语音助手就会得到答案。对于年纪大点，对这方面比较不了解的人，这种方法会比较方便。,0,0,0
【跟读】15秒内教你不同垃圾分类的正确发音：1）dry waste 干垃圾；2）wet waste 湿垃圾；3）kitchen waste 厨余；4）recyclable waste 可回收垃圾；与5）hazardous waste 有害垃圾。英文王子超话 #垃圾分类#,1,0,0
【跟读】15秒内教你不同垃圾分类的正确发音：1）dry waste 干垃圾；2）wet waste 湿垃圾；3）kitchen waste 厨余；4）recyclable waste 可回收垃圾；与5）hazardous waste 有害垃圾。英文王子超话 #垃圾分类#,2,0,1
"15秒内教你：1）垃圾分类，garbage sorting 或 waste sorting；与2）Please sort your garbage into dry waste, wet waste, kitchen waste, recyclable waste and hazardous waste. 请把你的垃圾分成干垃圾、湿垃圾、厨余、可回收垃圾与有害垃圾。英文王子超话 #垃圾分类#",2,0,1
出门贡献#垃圾分类#她一直跟着我，保持一定距离雨那么大，就把她抱回家了给她洗澡，好乖，站起来让我给她洗你有家了现在 上海·锦华茗园,1,0,0
#垃圾分类# 北京·窑洼湖 韩熙alina的微博视频,3,1,0
还记得今年春节回国的时候因为我哥的新女朋友是全职志愿者(?)她说她们机构收到的捐款里面会有很大一部分用来做垃圾分类就聊起了这个话题当时我就说这种办法治标不治本现行的垃圾分类根本约等于不分类没有任何实质性意义要分类就得学日本那样 分的很仔细甚至给他看了好几个日本垃圾分 ...全文,1,2,0
#垃圾分类# 你是什么垃圾？,0,1,0
垃圾分类 哈哈哈#垃圾分类# 宁德,0,1,0
现在垃圾分类还真的是如洪水猛兽般进入我的生活#垃圾分类#,0,0,0
#垃圾分类# 靠大家 发现一个别致的垃圾桶。 尤物体验馆的微博视频,6,0,6
#橘子洲被淹##湖南1天内868个乡镇暴雨##萍乡暴雨##上饶暴雨#南方都在下暴雨今年雨水有点多啊#珙县5.4级地震##宜宾地震##四川长宁6.0级地震#多灾多难的让人怕怕的我们还是做好#垃圾分类# 吧爱护我们的地球比都更重要,4,0,0
垃圾分类，从我做起！#垃圾分类#垃圾分类[超话]#,0,3,0
#垃圾分类#垃圾分类，感觉推广了好多城市了，啥时候到昆明@昆宣发布,0,0,0
#垃圾分类# 我们都知道垃圾要分类。人也一样。,0,0,0
#垃圾分类# 日剧轮到你了超话是垃圾分类宣传片认真的？不过木下，上海北京需要你,0,1,0
杨洋超话 #杨洋 垃圾分类# #杨洋叶修#,0,0,0
#垃圾分类# 👏🏼 ZERO404的秒拍视频,3,1,0
我们总以为自己制造的垃圾丢了就没了 事实是一直存在 还会成为杀人的武器，自然界是平衡的！因果关系 所以为了下一代下下代 #垃圾分类# 垃圾分类,0,0,0
哈哈哈#垃圾分类#,0,0,0
#垃圾分类#请问旧家具、家电是什么垃圾？是否需要看几成新？,0,0,0
#垃圾分类# 你今天垃圾分类了吗,0,0,0
#垃圾分类# 真的很想把我dna的精子輸送者給扔了，他是個什麼垃圾,0,0,0
#垃圾分类#爱护环境，关爱动物，从我做起！,1,0,0
#垃圾分类# 势在必行,1,0,0
杨洋超话#垃圾分类# @杨洋 杨洋同款get,0,0,0
#杨洋 垃圾分类# 杨洋超话@杨洋 杨洋,0,0,0
【跟读】15秒内教你不同垃圾分类的正确发音：1）dry waste 干垃圾；2）wet waste 湿垃圾；3）kitchen waste 厨余；4）recyclable waste 可回收垃圾；与5）hazardous waste 有害垃圾。英文王子超话 #垃圾分类#,1,0,2
"15秒内教你：1）垃圾分类，garbage sorting 或 waste sorting；与2）Please sort your garbage into dry waste, wet waste, kitchen waste, recyclable waste and hazardous waste. 请把你的垃圾分成干垃圾、湿垃圾、厨余、可回收垃圾与有害垃圾。英文王子超话 #垃圾分类#",2,0,1
#垃圾分类#功在当代，利在千秋,0,0,0
我想学#垃圾分类#,0,0,0
#垃圾分类##上海的科罗娜塞不塞青柠# 买了一箱科罗娜以后评价看到这个问题，哈哈哈哈哈哈哈哈哈哈哈哈垃圾分类逼死大家⊙∀⊙！,0,0,0
看似是小事，却关乎生命，今天你垃圾分类了吗？#垃圾分类##点亮你的爱# 榆林日报的微博视频,0,0,0
#垃圾分类# 从我做起,0,0,0
#垃圾分类# 为响应国家号召，在成都启动垃圾分类前，7月9日上午，在成都市温江区和盛镇友庆社区，园林科技兴农服务团的志愿者对社区近一百居民进行垃圾分类宣讲并进行垃圾分类比赛🤓🤓居民们特别是小朋友们参与热情极高，刷新居民对垃圾分类的认知。快，我们一起看看现场@四川共青团 ...全文,3,0,1
#垃圾分类# 人可以分为哪几种垃圾？,0,0,0
发布了头条文章：《为什么中国这么急着垃圾分类？》 #上海垃圾分类# #垃圾分类# #上海垃圾分类个人扔错罚款# 为什么中国这么急着垃圾分类？,2,1,0
#垃圾分类# 你是哪一类 青岛,0,1,0
来自武汉人民的问候#垃圾分类#,0,2,1
【跟读】15秒内教你不同垃圾分类的正确发音：1）dry waste 干垃圾；2）wet waste 湿垃圾；3）kitchen waste 厨余；4）recyclable waste 可回收垃圾；与5）hazardous waste 有害垃圾。英文王子超话 #垃圾分类#,0,0,0
"15秒内教你：1）垃圾分类，garbage sorting 或 waste sorting；与2）Please sort your garbage into dry waste, wet waste, kitchen waste, recyclable waste and hazardous waste. 请把你的垃圾分成干垃圾、湿垃圾、厨余、可回收垃圾与有害垃圾。英文王子超话 #垃圾分类#",0,0,0
咳咳 山东人在瑟瑟发抖#垃圾分类# 我准备好了Y(^o^)Y,0,0,0
你懵圈了没#垃圾分类# #上海垃圾分类个人扔错罚款#,1,0,0
#垃圾分类# 希望武汉尽快开始实施垃圾分类,0,0,0
#垃圾分类# 有个💡点子：以后包装盒 ，包装袋 ，塑料盒等等，最好注明这是什么垃圾（分类），这样销量可能会多一些，便民利国 微博视频 #垃圾分类#,0,0,0
-贵阳市内上门代收垃圾分类服务收费标准.2019年7月5日，贵阳市人民政府办公厅发布了关于印发《贵阳市2019生活垃圾分类考核实施细则》的通知。通知明确要求，到2019年底，党政机关、企事业单位、学校强制分类实现全覆盖，全市范围内生活垃圾分类制度覆盖率达到60%以上。#垃圾分类# 网页链接 ...全文,1,0,0
#垃圾分类#不同城市分类方法还不同，说明压根就没有在国家层面形成共识，让经常出差的人怎么办？,0,0,0
#垃圾分类# 请问我是什么辣鸡？,1,4,0
#垃圾分类#,1,0,0
#杨洋 垃圾分类# 洋气,0,0,0
#垃圾分类# 今晚来聊聊垃圾分类之后的感想#上海阿姨的战斗力# 又再次引起大家的注意，不过就算阿姨们再强，也没有人工智能一键识别垃圾那么拉风 马卡龙玩图的微博视频,2,0,0
【跟读】15秒内教你不同垃圾分类的正确发音：1）dry waste 干垃圾；2）wet waste 湿垃圾；3）kitchen waste 厨余；4）recyclable waste 可回收垃圾；与5）hazardous waste 有害垃圾。英文王子超话 #垃圾分类#,3,0,1
"15秒内教你：1）垃圾分类，garbage sorting 或 waste sorting；与2）Please sort your garbage into dry waste, wet waste, kitchen waste, recyclable waste and hazardous waste. 请把你的垃圾分成干垃圾、湿垃圾、厨余、可回收垃圾与有害垃圾。英文王子超话 #垃圾分类#",3,0,0
🐷 能吃的是湿垃圾。。🐷 不能吃的是干垃圾。。。🐷 吃了会死的是有害垃圾。。卖了能换🐷 的是可回收垃圾。。。扔垃圾时想想🐷 。。看到那个陈坤求助垃圾分类的新闻，程先生顺便给全家普及了这个绝技，他最近已经魔怔了。。#垃圾分类##生活的模样# 上海,1,0,0
#垃圾分类#快被逼疯了，下雨天，不能出去扔垃圾,0,1,0
#睡前的不定时唠叨##垃圾分类#垃圾没有像洪水，地震，海啸那样给人类直接畏惧感，所以大多数人抱着“管我什么事，都这样做，又不是我自己，怎么就你们事多”的心态，但真的让你害怕的时候，你还有机会吗？零几年的时候，刚有记忆，每到大会的时候，会有唱戏的台子搭在村里的一个大坑里，那时候觉得 ...全文,0,0,0
#垃圾分类# 为啥我感觉，垃圾分类很浪费塑料袋诶？,0,0,0
#垃圾分类# 快递单真的与时俱进，紧跟热点，点个赞,0,0,0
#垃圾分类# @杨洋 好想要杨洋同款,0,0,0
#垃圾分类# 日本将方法做进动画片,0,0,0
#垃圾分类# 以后再也不怕垃圾分类了！华为手机的语音助手，问啥答啥啥都知道！带着华为手机，再也不怕社区大妈抓！,1,0,0
垃圾分类#垃圾分类# 🚮,0,0,0
听说#垃圾分类#要多方面覆盖，上海的伙伴们举个手 🙋 给我们分享下经验，其他地方的同学也来说说名单上有没有你所在的城市呢#熄灯后说#,29,53,8
#搞笑##垃圾分类# 发现一个商机，代扔垃圾有需要的么？,1,1,0
你是什么垃圾？垃圾分类超话 #垃圾分类#,1,1,0
#垃圾分类#要不出个垃圾分类的动画片吧垃圾分类从娃娃抓起四个垃圾桶是主人公每天处理各种人类关于垃圾的困惑,0,0,0
救救孩子吧我真的被上海的#垃圾分类# 快逼疯了 上海·千汇苑一村,0,0,0
#垃圾分类# 任何资源都是有限的，抱怨归抱怨，但是说都不会否认它的好处,0,0,0
杨洋超话 #杨洋# #杨洋 垃圾分类# 都get√哥哥@杨洋 同款//@杨洋投票组:杨洋超话get同款后票姬就是整条gai第二靓的仔，哥哥是第一@杨洋,1,0,0
来自字幕组的恶意#垃圾分类##轮到你了#,1,0,0
#杨洋 垃圾分类#,0,0,0
#垃圾分类# 我觉得垃圾分类应该从娃娃抓起，还有配套设施必须跟上,0,0,0
【跟读】15秒内教你不同垃圾分类的正确发音：1）dry waste 干垃圾；2）wet waste 湿垃圾；3）kitchen waste 厨余；4）recyclable waste 可回收垃圾；与5）hazardous waste 有害垃圾。英文王子超话 #垃圾分类#,2,0,1
危机感，有种因果循环的感觉！还是爱护环境吧#垃圾分类#,0,0,0
"15秒内教你：1）垃圾分类，garbage sorting 或 waste sorting；与2）Please sort your garbage into dry waste, wet waste, kitchen waste, recyclable waste and hazardous waste. 请把你的垃圾分成干垃圾、湿垃圾、厨余、可回收垃圾与有害垃圾。英文王子超话 #垃圾分类#",1,0,0
#杨洋 垃圾分类# 哈哈这个同款可以有,0,0,0
要#垃圾分类#要#保护环境#要#可持续发展#,0,0,0
垃圾分类，垃圾分类，垃圾分类#垃圾分类# 廊坊,0,0,0
#垃圾分类挑战#请不要把一件应该做好的事情，搞得那么“娱乐”化。这个世界许多事情，九是因为没有明星们的渗透，才有了“成功”的希望！……试想一下：明星们真的能够身先士足的做好#垃圾分类# ？,14,17,3
#杨洋 垃圾分类# 潮流份儿，时尚款,0,0,0
#垃圾分类#大家都是垃圾 为什么要有隔阂 长沙,8,0,0
武汉是也要开始实行垃圾分类了吗#垃圾分类# 武汉·统建·同安家园,1,0,0
#垃圾分类# 清除洋垃圾，白皮黑鬼滚出中国,0,0,0
【跟读】15秒内教你不同垃圾分类的正确发音：1）dry waste 干垃圾；2）wet waste 湿垃圾；3）kitchen waste 厨余；4）recyclable waste 可回收垃圾；与5）hazardous waste 有害垃圾。英文王子超话 #垃圾分类#,1,0,1
"15秒内教你：1）垃圾分类，garbage sorting 或 waste sorting；与2）Please sort your garbage into dry waste, wet waste, kitchen waste, recyclable waste and hazardous waste. 请把你的垃圾分成干垃圾、湿垃圾、厨余、可回收垃圾与有害垃圾。英文王子超话 #垃圾分类#",0,0,0
#垃圾分类#要做好的话，需要很多可以降解的厚纸袋子。因为中国人的厨余垃圾太多了，又都是大油,0,0,0
有一个疑惑，上海的垃圾分类是怎么掀起热潮的#垃圾分类#,0,0,0
夸一夸小区的搭把手 🙌#搭把手回收##垃圾分类#网页链接,2,1,0
#垃圾分类后的上海人# 今天早上在上海，认认真真争分夺秒的就有关#垃圾分类# 这个话题釆访了几个上海的朋友，他们都说：“不要相信网上说的，其实没有那么夸张，垃圾分类并没有对我们的正常生活造成什么混乱的影响，网上都夸大了，其实没什么大不了的！” 我，呃！,9,2,0
论政策执行力度和速度我只服上海 #垃圾分类#,1,0,0
#杨洋 垃圾分类#,0,0,0
洗干净的外卖餐盒到底属于可回收垃圾还是干垃圾？#垃圾分类#,0,0,0
#垃圾分类#拆完快递的第一件事就是垃圾分类……上海人民都已经很自觉了,1,0,0
#杨洋 垃圾分类# 杨洋超话@杨洋 好可爱啊,0,0,0
#垃圾分类# #暖心小哇#喝了一半的哇米诺豆奶，要把剩下的一半倒掉，包装是可回收垃圾；还没有开封的哇米诺豆奶呢？还在等什么？赶快打开喝呀！ #网红豆奶#,1,0,0
#垃圾分类# 上帝明目张胆的不公平，但凡人保留偏执的权利。沈巍 垃圾分类，领先时代一步的是天才，领先十步是圣人，领先一百步的就是异类，这算领先几步？,0,1,0
#垃圾分类# 不敢去大城市玩了…,0,1,0
以前被others劝上班自带便当都是“外卖不卫生”“对身体不好”，现在开始垃圾分类，于是变成了“外卖包装对环境不好”“塑料降解一万年”“增加了公司保洁人员的工作量”，显得十恶不赦了#垃圾分类#,0,0,0
刘园媛超话 [加油]#广州##可爱一夏##垃圾分类# 从我做起。,9,22,1
布鞋穿久了破洞了怎么办？不要急着买新的（我知道你们想），稍加改造，就是一双时尚舒适的布凉鞋！#生活小妙招# #五分钟小技能# #垃圾分类# 五分钟小技能的秒拍视频,0,0,1
干垃圾、湿垃圾、有害垃圾、不可回收垃圾#垃圾分类# 给大家展示一下闭关修炼的成果,0,0,0
#垃圾分类# 这是个全球问题,0,1,1
7月1号之后，每次吃外卖，促使我空盘的最大动力就是不想打开湿垃圾桶。#垃圾分类#,2,0,0
【跟读】15秒内教你不同垃圾分类的正确发音：1）dry waste 干垃圾；2）wet waste 湿垃圾；3）kitchen waste 厨余；4）recyclable waste 可回收垃圾；与5）hazardous waste 有害垃圾。英文王子超话 #垃圾分类#,1,0,0
"15秒内教你：1）垃圾分类，garbage sorting 或 waste sorting；与2）Please sort your garbage into dry waste, wet waste, kitchen waste, recyclable waste and hazardous waste. 请把你的垃圾分成干垃圾、湿垃圾、厨余、可回收垃圾与有害垃圾。英文王子超话 #垃圾分类#",0,0,0
#垃圾分类# 我很迷茫,0,0,0
垃圾分类#垃圾分类#,1,0,0
#垃圾分类# 哈哈哈哈哈哈哈哈哈，当代中国新潮流：你会分垃圾吗？,0,0,0
#垃圾分类# 茂名 槟郎宝宝的微博视频,1,0,0
今天你#垃圾分类#了吗❓环境守卫战全民行动ing，只为守护自然的纯净！启赋3有机一直坚持为宝宝提供更纯净的有机营养！从牧场、奶牛到工厂一站式全链有机～有机牧场净化3年以上，化肥！农药！激素！每一滴营养都100%纯净想给宝宝更加纯净的有机营养❓自然选启赋3有机～,1,0,0
来了来了，它真的来了#垃圾分类# 重庆·较场口,1,0,0
商机啊垃圾分类超话#垃圾分类# #垃圾分类挑战#,2,1,0
#垃圾分类打卡挑战#【触目惊心！我们为什么一定要进行#垃圾分类#？】中国是一个垃圾生产大国，目前全国垃圾年生产量为4亿吨左右，并以约每年8%的速度递增。多年来因为垃圾处理不善，我们付出了沉重的代价。谁也不能拯救我们的家园，除了我们自己，打赢这场战争一定是艰难且漫长的， ...全文,3,0,1
胡子拉碴的实验室小叔叔是科研垃圾本人了#垃圾分类#,116,33,4
垃圾要分类，垃圾观念要粉碎。#垃圾分类##婚闹##闹婚##低俗闹婚##民俗#,4,0,0
你知道为什么上海这么急着垃圾分类吗？ #垃圾分类#,2,0,1
看了这么多新闻我真的好怕以后去上海啊，万一一个不小心垃圾分类错了，不仅要被罚款还要被人教育或者翻白眼，那我真的压力大了出去玩丢垃圾的话是不是也要垃圾分类？那在餐馆吃饭或者住旅店呢？害怕...#垃圾分类##上海垃圾分类#,0,0,0
毛骨悚然#轮到你了##轮到你了 垃圾分类宣传片##垃圾分类#,0,5,0
我觉得可以把垃圾桶换成各种动物被塑料胁迫的场景，让人产生一种同情感。保护小动物，主动垃圾分类，为了这些可爱可怜的小家伙，我相信大家会更愿意进行垃圾分类，肯定比罚款管用@绿色上海 #垃圾分类# 苏州·龙景花园,0,0,0
#垃圾分类# 为了逃避扔垃圾，我已经是能少吃就少吃，能不叫外卖就不叫，叫了外卖也不给餐具让你只能看着。减肥成功指日可待！ 上海,0,0,0
#垃圾分类# 垃圾分类，从你我做起～ 微博视频 #垃圾分类#,23,10,2
#杨洋 垃圾分类#,0,0,0
#垃圾分类# 实施后，更多人开始重视“断舍离”，其实生活也是这样，当我们丢弃掉生活中不重要的那百分之九十之后，剩下的百分之十会让我们收获更多所以如果垃圾分类可以回收一切，你最想丢掉的一样东西是什么情绪、关系、物品，又或者某个人？为什么？#上流青年の悄悄话#,2,6,1
#垃圾分类#从明白它们到底是啥垃圾开始…… @滚不动的熊川川,2,1,1
【跟读】15秒内教你不同垃圾分类的正确发音：1）dry waste 干垃圾；2）wet waste 湿垃圾；3）kitchen waste 厨余；4）recyclable waste 可回收垃圾；与5）hazardous waste 有害垃圾。英文王子超话 #垃圾分类#,0,0,3
"15秒内教你：1）垃圾分类，garbage sorting 或 waste sorting；与2）Please sort your garbage into dry waste, wet waste, kitchen waste, recyclable waste and hazardous waste. 请把你的垃圾分成干垃圾、湿垃圾、厨余、可回收垃圾与有害垃圾。英文王子超话 #垃圾分类#",1,0,1
#垃圾分类# 想知道这个药板是什么垃圾,0,2,0
